time,open,high,low,close,tick_volume,spread,real_volume
2023-09-22 01:00:00+00:00,1.06584,1.06635,1.06579,1.06613,574,6,0
2023-09-22 02:00:00+00:00,1.06613,1.06616,1.06584,1.066,990,6,0
2023-09-22 03:00:00+00:00,1.06601,1.06625,1.06531,1.06572,1655,6,0
2023-09-22 04:00:00+00:00,1.06572,1.06573,1.06407,1.06429,2273,6,0
2023-09-22 05:00:00+00:00,1.0643,1.06513,1.06421,1.06478,1786,6,0
2023-09-22 06:00:00+00:00,1.06477,1.06528,1.06469,1.06512,1774,6,0
2023-09-22 07:00:00+00:00,1.06512,1.06567,1.06509,1.06544,1376,6,0
2023-09-22 08:00:00+00:00,1.06544,1.06574,1.0649,1.0649,1473,6,0
2023-09-22 09:00:00+00:00,1.0649,1.06595,1.06469,1.06592,3252,6,0
2023-09-22 10:00:00+00:00,1.0659399999999999,1.06676,1.06146,1.06455,6171,6,0
2023-09-22 11:00:00+00:00,1.06455,1.06513,1.06389,1.06463,3293,6,0
2023-09-22 12:00:00+00:00,1.0646,1.06485,1.06337,1.06381,2743,6,0
2023-09-22 13:00:00+00:00,1.06382,1.06469,1.06343,1.06352,2446,6,0
2023-09-22 14:00:00+00:00,1.06353,1.06417,1.06352,1.0636,2331,6,0
2023-09-22 15:00:00+00:00,1.06361,1.06604,1.06361,1.06554,3435,6,0
2023-09-22 16:00:00+00:00,1.06553,1.06618,1.06419,1.06604,4375,6,0
2023-09-22 17:00:00+00:00,1.06603,1.06715,1.06571,1.0658,3717,6,0
2023-09-22 18:00:00+00:00,1.06578,1.0665,1.0653299999999999,1.0659,2531,6,0
2023-09-22 19:00:00+00:00,1.0659,1.06613,1.06546,1.06552,1615,6,0
2023-09-22 20:00:00+00:00,1.06551,1.06612,1.06514,1.06515,2011,6,0
2023-09-22 21:00:00+00:00,1.06515,1.06525,1.0639,1.06466,1652,6,0
2023-09-22 22:00:00+00:00,1.06467,1.06509,1.06434,1.06434,1813,6,0
2023-09-22 23:00:00+00:00,1.06435,1.06467,1.06413,1.0643,1106,6,0
2023-09-25 00:00:00+00:00,1.0644,1.06449,1.06432,1.06449,27,32,0
2023-09-25 01:00:00+00:00,1.0645,1.06514,1.06441,1.06487,807,6,0
2023-09-25 02:00:00+00:00,1.06486,1.06516,1.06469,1.0648,1067,6,0
2023-09-25 03:00:00+00:00,1.06479,1.06553,1.06477,1.06542,1494,6,0
2023-09-25 04:00:00+00:00,1.06541,1.06548,1.0644,1.06464,1145,6,0
2023-09-25 05:00:00+00:00,1.06464,1.06492,1.0642800000000001,1.06487,1192,6,0
2023-09-25 06:00:00+00:00,1.06487,1.06504,1.06473,1.06479,1167,6,0
2023-09-25 07:00:00+00:00,1.06479,1.06502,1.06455,1.06486,787,6,0
